City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Narsaq,GL,60.9167,-46.05,17.82,68,62,6.82,broken clouds
348,Bijie,CN,27.3125,105.2942,43.57,91,100,6.87,overcast clouds
349,Kenai,US,60.5544,-151.2583,32.02,87,90,6.91,snow
350,Bonavista,CA,48.6499,-53.1147,59.11,89,100,32.84,moderate rain
351,Manta,EC,-0.95,-80.7333,76.78,83,90,12.66,overcast clouds
352,Sidi Ali,DZ,36.0998,0.4206,54.9,61,0,7.99,clear sky
353,Tulun,RU,54.5611,100.5792,17.76,92,100,2.35,overcast clouds
354,Marsh Harbour,BS,26.5412,-77.0636,79.57,76,28,10.49,scattered clouds
355,Merced,US,37.1666,-120.7516,56.44,96,97,1.54,overcast clouds
356,Mogadishu,SO,2.0371,45.3438,80.02,76,50,16.46,scattered clouds
357,Kununurra,AU,-15.7667,128.7333,78.78,89,100,12.66,overcast clouds
358,Tura,IN,25.5198,90.2201,62.76,87,0,3.27,clear sky
359,Boshnyakovo,RU,49.6333,142.1667,16.86,79,14,4.14,few clouds
360,Wajir,KE,1.7471,40.0573,85.96,54,1,0.0,clear sky
361,Fort Portal,UG,0.6617,30.2748,62.64,88,100,3.4,overcast clouds
362,Lagoa,PT,39.05,-27.9833,60.85,59,1,16.4,clear sky
363,Taloda,IN,21.5667,74.2167,71.85,59,0,3.2,clear sky
364,La Ronge,CA,55.1001,-105.2842,-7.35,64,20,4.61,few clouds
365,Ranot,TH,7.7777,100.3213,78.82,78,9,13.27,clear sky
366,Alice Springs,AU,-23.7,133.8833,72.95,49,83,8.05,broken clouds
367,Eyrarbakki,IS,63.863,-21.1481,34.84,74,56,9.4,light snow
368,Hay River,CA,60.8156,-115.7999,-11.22,70,40,6.91,scattered clouds
369,Coihaique,CL,-45.5752,-72.0662,79.41,31,0,4.61,clear sky
370,Umm Kaddadah,SD,13.6017,26.6876,75.76,19,0,14.09,clear sky
371,Dakar,SN,14.6937,-17.4441,77.88,65,10,9.22,clear sky
372,Kieta,PG,-6.2167,155.6333,79.23,88,100,3.2,light rain
373,Lodja,CD,-3.4833,23.4333,72.05,89,95,1.28,light rain
374,Portland,US,45.5234,-122.6762,54.43,95,100,1.99,overcast clouds
375,Acajutla,SV,13.5928,-89.8275,97.14,55,42,10.54,scattered clouds
376,Carlyle,US,38.6103,-89.3726,29.37,59,100,1.01,light snow
377,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,98.17,26,99,6.15,overcast clouds
378,Ruidoso,US,33.3317,-105.673,58.89,26,1,11.5,clear sky
379,Poum,NC,-20.2333,164.0167,81.12,75,0,8.14,clear sky
380,Bara,NG,10.3744,10.7288,78.89,20,32,8.08,scattered clouds
381,Kloulklubed,PW,7.0419,134.2556,75.7,73,71,5.86,broken clouds
382,Kaeo,NZ,-35.1,173.7833,67.32,97,58,4.47,broken clouds
383,Camp Verde,US,34.5636,-111.8543,62.87,26,100,3.65,overcast clouds
384,Gat,IL,31.61,34.7642,67.41,38,100,5.95,overcast clouds
385,Parrita,CR,9.5201,-84.3225,95.99,70,35,6.73,scattered clouds
386,Kavaratti,IN,10.5669,72.642,80.04,69,0,9.22,clear sky
387,Sitka,US,57.0531,-135.33,39.09,87,90,10.36,light rain
388,Areosa,PT,41.7178,-8.8571,54.66,66,100,16.51,overcast clouds
389,Alihe,CN,50.5667,123.7167,8.53,97,31,2.57,scattered clouds
390,Pangnirtung,CA,66.1451,-65.7125,12.2,67,90,2.3,light snow
391,Kaitangata,NZ,-46.2817,169.8464,51.55,87,30,2.42,scattered clouds
392,Victoria,HK,22.2855,114.1577,68.38,73,92,1.01,overcast clouds
393,Pombas,CV,17.1503,-25.0201,74.98,66,72,13.51,broken clouds
394,Shu,KZ,43.5983,73.7614,42.58,71,100,5.48,overcast clouds
395,Codrington,AU,-38.2667,141.9667,49.41,65,21,10.94,few clouds
396,Kongolo,CD,-5.3833,27.0,68.94,95,100,4.65,moderate rain
397,Iguape,BR,-24.7081,-47.5553,72.07,72,15,15.46,few clouds
398,Boa Vista,BR,2.8197,-60.6733,89.58,55,75,8.05,broken clouds
399,Ichinohe,JP,40.2069,141.3017,44.42,96,100,3.8,light rain
400,Youghal,IE,51.95,-7.8506,44.1,99,100,37.87,light rain
401,Itarema,BR,-2.9248,-39.9167,85.57,65,6,17.02,clear sky
402,Mayo,US,38.8876,-76.5119,45.23,40,1,5.01,clear sky
403,Tarakan,ID,3.3,117.6333,80.1,89,75,3.44,broken clouds
404,Teya,RU,60.3778,92.6267,10.36,96,100,1.68,light snow
405,Tagusao,PH,9.1924,117.8141,77.2,81,94,2.86,overcast clouds
406,Bowen,AU,-20.0167,148.2333,71.82,82,72,8.19,broken clouds
407,Lasa,IT,46.6166,10.7002,29.66,42,9,2.98,clear sky
408,Laguna,US,38.421,-121.4238,56.23,93,90,1.01,mist
409,Saint-Pierre,RE,-21.3393,55.4781,76.68,78,20,6.91,few clouds
410,Roald,NO,62.5833,6.1333,38.32,56,40,12.66,light rain
411,Am Timan,TD,11.0297,20.2827,84.79,18,89,5.32,overcast clouds
412,Itambacuri,BR,-18.0311,-41.685,75.78,90,84,3.4,broken clouds
413,Miri,MY,4.4148,114.0089,75.34,100,20,6.91,few clouds
414,Dovolnoye,RU,54.4958,79.6671,-2.47,99,94,8.08,overcast clouds
415,Penticton,CA,49.4806,-119.5858,31.41,83,75,9.22,broken clouds
416,Alofi,NU,-19.0595,-169.9187,75.09,88,100,10.36,overcast clouds
417,Jadu,LY,31.953,12.0261,46.24,42,0,8.77,clear sky
418,Sioux Lookout,CA,50.1001,-91.917,-1.82,78,75,8.05,light snow
419,Komsomolskiy,UZ,40.4272,71.7189,40.42,81,100,2.3,mist
420,Kulhudhuffushi,MV,6.6221,73.07,81.95,75,100,12.97,overcast clouds
421,Berlevag,NO,70.8578,29.0864,21.2,58,2,29.93,clear sky
422,Jacksonville,US,30.3322,-81.6556,75.06,75,75,1.01,broken clouds
423,Hamilton,US,39.1834,-84.5333,30.11,53,90,1.99,overcast clouds
424,Westport,US,41.1415,-73.3579,44.42,43,1,1.01,clear sky
425,Mahibadhoo,MV,3.7833,72.9667,81.59,80,62,10.07,broken clouds
426,Cidreira,BR,-30.1811,-50.2056,71.19,63,27,14.14,scattered clouds
427,Vizinga,RU,61.0749,50.1031,2.3,95,100,5.99,overcast clouds
428,Bintulu,MY,3.1667,113.0333,77.41,94,40,0.0,scattered clouds
429,Dalbandin,PK,28.8947,64.4101,54.5,21,0,7.11,clear sky
430,Gouyave,GD,12.1646,-61.7296,86.77,58,40,18.41,scattered clouds
431,Jiujiang,CN,29.7333,115.9833,53.65,56,100,11.34,overcast clouds
432,Killybegs,IE,54.6333,-8.45,44.31,88,100,16.58,overcast clouds
433,Bambous Virieux,MU,-20.3428,57.7575,79.05,73,40,6.91,scattered clouds
434,Burnie,AU,-41.0667,145.9167,45.28,77,100,6.8,overcast clouds
435,Kurilsk,RU,45.2333,147.8833,32.9,65,78,7.81,broken clouds
436,Lyskovo,RU,56.0328,45.0422,24.24,94,100,18.1,snow
437,Talnakh,RU,69.4865,88.3972,-11.79,98,100,5.99,overcast clouds
438,Egvekinot,RU,66.3167,-179.1667,-5.98,98,100,2.91,overcast clouds
439,Phan Thiet,VN,10.9333,108.1,71.83,88,100,3.6,overcast clouds
440,Grakhovo,RU,56.0502,51.9676,9.36,79,100,10.89,overcast clouds
441,Yulara,AU,-25.2406,130.9889,71.44,56,4,8.05,clear sky
442,Berdigestyakh,RU,62.0989,126.6992,-34.83,100,71,2.8,broken clouds
443,Correntina,BR,-13.3433,-44.6367,78.67,82,72,4.21,broken clouds
444,Coahuayana,MX,18.7333,-103.6833,94.48,31,1,5.77,clear sky
445,Puerto Cabezas,NI,14.0351,-83.3888,85.96,84,75,11.5,broken clouds
446,Brooks,CA,50.5834,-111.8851,18.23,92,99,1.14,overcast clouds
447,Royan,FR,45.6285,-1.0281,51.84,74,100,17.54,overcast clouds
448,Chalus,IR,36.655,51.4204,49.46,87,0,0.0,clear sky
449,Broken Hill,AU,-31.95,141.4333,55.11,54,0,18.41,clear sky
450,Rio Gallegos,AR,-51.6226,-69.2181,60.85,17,75,25.32,broken clouds
451,Manaure,CO,11.7751,-72.4445,91.51,46,65,24.23,broken clouds
452,Farcasa,RO,47.5833,23.3333,38.75,100,40,0.0,light rain
453,Evensk,RU,61.95,159.2333,5.38,96,100,5.99,snow
454,Harper,LR,4.375,-7.7169,80.33,82,5,7.96,clear sky
455,Salinopolis,BR,-0.6136,-47.3561,80.98,84,100,9.57,overcast clouds
456,Elban,RU,50.1018,136.5094,-1.32,98,64,3.67,broken clouds
457,Saskylakh,RU,71.9167,114.0833,-11.81,97,100,6.29,overcast clouds
458,Kozelsk,RU,54.0375,35.7716,32.29,99,100,5.59,light snow
459,Macae,BR,-22.3708,-41.7869,74.97,100,90,6.91,heavy intensity rain
460,Saint Anthony,US,45.0205,-93.218,17.92,80,90,3.0,light snow
461,Comodoro Rivadavia,AR,-45.8667,-67.5,61.48,65,0,15.84,clear sky
462,Novyy Urengoy,RU,66.0833,76.6333,-7.53,99,91,8.68,overcast clouds
463,Henties Bay,NA,-22.116,14.2845,62.85,90,0,5.82,clear sky
464,Belint,RO,45.755,21.7603,37.35,99,100,7.07,light rain
465,Rassvet,RU,46.8333,40.75,44.46,97,89,5.82,overcast clouds
466,Usinsk,RU,65.9939,57.5281,7.63,97,100,8.14,overcast clouds
467,Mumford,GH,5.2618,-0.759,80.83,84,4,10.29,clear sky
468,Caluquembe,AO,-13.7833,14.6833,61.45,94,100,3.89,light rain
469,Honiara,SB,-9.4333,159.95,77.85,93,100,0.87,overcast clouds
470,Asekeyevo,RU,53.5742,52.7972,10.2,88,100,5.5,overcast clouds
471,Pisco,PE,-13.7,-76.2167,71.02,78,20,10.36,few clouds
472,Ust-Kut,RU,56.7938,105.7672,29.64,90,100,7.18,overcast clouds
473,Sabha,LY,27.0377,14.4283,49.28,32,0,7.18,clear sky
474,Ratnagiri,IN,16.9833,73.3,75.2,76,0,4.27,clear sky
475,Gorele,TR,41.0308,39.0031,65.64,51,0,11.54,clear sky
476,Sao Joao Da Barra,BR,-21.6403,-41.0511,75.29,82,100,17.38,overcast clouds
477,Pale,BA,43.8161,18.5694,28.15,86,75,3.44,broken clouds
478,Asyut,EG,27.181,31.1837,66.38,27,100,13.85,overcast clouds
479,Lipari,IT,38.4674,14.954,57.33,55,7,29.57,clear sky
480,Kefamenanu,ID,-9.4467,124.4781,72.16,92,50,2.08,scattered clouds
481,Mitu,CO,1.1983,-70.1733,80.89,86,93,1.83,overcast clouds
482,Lishui,CN,28.4604,119.9103,46.96,85,88,1.92,overcast clouds
483,Ostrovnoy,RU,68.0531,39.5131,3.25,95,73,8.93,broken clouds
484,Matara,LK,5.9485,80.5353,76.41,88,95,6.62,overcast clouds
485,Longhua,CN,23.6137,114.1919,60.22,59,96,2.8,overcast clouds
486,Hami,CN,42.8,93.45,28.89,57,100,2.55,overcast clouds
487,Gorin,RU,51.1983,136.6669,-4.41,98,23,4.25,few clouds
488,Oistins,BB,13.0667,-59.5333,84.29,65,40,25.32,scattered clouds
489,Kalmunai,LK,7.4167,81.8167,77.31,81,81,5.82,broken clouds
490,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,25.39,46,40,13.42,scattered clouds
491,Sume,BR,-7.6717,-36.88,92.52,25,21,11.72,few clouds
492,Vestmannaeyjar,IS,63.4427,-20.2734,34.79,86,40,16.11,light rain
493,Nhulunbuy,AU,-12.2333,136.7667,81.21,83,40,0.0,scattered clouds
494,Pringsewu,ID,-5.3582,104.9744,73.08,97,59,0.96,broken clouds
495,Luena,AO,-11.7833,19.9167,68.14,76,68,0.4,broken clouds
496,Sooke,CA,48.3746,-123.7276,45.97,97,73,12.66,broken clouds
497,Olavarria,AR,-36.8927,-60.3225,83.01,50,0,14.16,clear sky
498,Cherdyn,RU,60.403,56.4787,-7.26,100,100,2.57,overcast clouds
499,Mbeya,TZ,-8.9,33.45,63.37,73,95,5.17,overcast clouds
500,Korla,CN,41.7597,86.1469,29.03,50,99,2.24,overcast clouds
501,Adre,TD,13.4667,22.2,76.57,21,20,7.72,few clouds
502,Rincon,US,32.296,-81.2354,69.85,68,90,0.0,overcast clouds
503,San Jeronimo,PE,-11.9472,-75.2829,61.36,55,97,3.51,overcast clouds
504,Zabol,AF,32.25,67.25,39.29,24,0,5.5,clear sky
505,Ossora,RU,59.2353,163.0719,14.02,76,100,14.74,overcast clouds
506,Kayseri,TR,38.737,35.4968,55.42,35,0,27.63,clear sky
507,Jiangyou,CN,31.7667,104.7167,48.67,83,100,3.58,overcast clouds
508,Mosquera,CO,4.7059,-74.2302,68.09,37,40,11.5,scattered clouds
509,Jiayuguan,CN,39.8167,98.3,27.79,43,100,1.54,overcast clouds
510,Omsukchan,RU,62.5333,155.8,-24.38,96,100,5.32,overcast clouds
511,Uddevalla,SE,58.3478,11.9424,28.15,88,100,7.9,overcast clouds
512,Fort Abbas,PK,29.1925,72.8536,63.34,31,0,5.77,clear sky
513,Ust-Maya,RU,60.4167,134.5333,-39.53,100,49,1.28,scattered clouds
514,Colonia,DE,50.9333,6.95,42.35,75,0,16.11,clear sky
515,San Cristobal,VE,7.7669,-72.225,78.98,41,97,5.39,overcast clouds
516,Abay,KZ,49.6311,72.8539,19.78,99,87,3.91,overcast clouds
517,Tanout,NE,14.9709,8.8879,70.81,15,79,16.26,broken clouds
518,Viedma,AR,-40.8135,-62.9967,95.04,22,93,20.22,overcast clouds
519,Abu Samrah,SY,35.3029,37.1841,58.48,37,100,11.81,overcast clouds
520,Moron,AR,-34.6534,-58.6198,86.95,44,0,5.99,clear sky
521,Yelizovo,RU,53.1873,158.3805,26.74,46,40,13.42,scattered clouds
522,Conceicao Do Almeida,BR,-12.7794,-39.17,82.35,66,54,4.56,broken clouds
523,Nuuk,GL,64.1835,-51.7216,1.87,75,0,10.36,clear sky
524,Klyuchi,RU,52.2667,79.1667,8.13,95,98,8.55,overcast clouds
525,Andenes,NO,69.3143,16.1194,22.98,58,0,11.5,clear sky
526,Nouna,BF,12.7333,-3.8667,85.3,12,52,8.1,broken clouds
527,Mapiri,BO,-15.25,-68.1667,78.22,84,44,1.86,scattered clouds
528,Padang,ID,-0.9492,100.3543,78.08,84,98,3.62,light rain
529,Magdalena,PH,14.1999,121.429,78.12,72,25,12.35,scattered clouds
530,Male,MV,4.1748,73.5089,84.15,79,75,10.36,broken clouds
531,Hofn,IS,64.2539,-15.2082,31.33,56,7,9.46,clear sky
532,Beloha,MG,-25.1667,45.05,73.49,75,33,5.03,scattered clouds
533,Cocobeach,GA,1.0002,9.5823,80.56,84,100,6.04,light rain
534,Marrakesh,MA,31.6315,-8.0083,57.27,41,0,2.3,clear sky
535,Vostok,RU,46.4856,135.8833,5.86,89,6,4.85,clear sky
536,Rio Grande,BR,-32.035,-52.0986,77.11,60,8,15.14,clear sky
537,Fare,PF,-16.7,-151.0167,80.89,72,9,8.95,clear sky
538,Chateaubelair,VC,13.2833,-61.25,84.81,70,40,16.11,scattered clouds
539,Banjarmasin,ID,-3.3244,114.591,75.34,94,100,3.06,light rain
540,Matagami,CA,49.7502,-77.6328,-5.69,65,1,11.5,clear sky
541,Leua,SK,48.2156,18.6071,33.49,86,11,4.97,few clouds
542,Jamsa,FI,61.8642,25.19,0.28,99,86,2.62,overcast clouds
543,Savannah Bight,HN,16.45,-85.85,84.25,76,34,18.03,scattered clouds
544,Sangmelima,CM,2.9333,11.9833,73.92,78,20,1.39,few clouds
545,Ipixuna,BR,-1.7625,-48.8043,80.55,89,100,2.8,overcast clouds
546,Douglas,US,41.3,-96.167,42.03,46,1,8.01,clear sky
547,Dingli,MT,35.8614,14.3822,57.81,67,20,26.46,few clouds
548,Ilulissat,GL,69.2167,-51.1,10.54,81,100,5.7,overcast clouds
549,Feijo,BR,-8.1642,-70.3536,85.08,66,96,2.42,overcast clouds
550,Tautira,PF,-17.7333,-149.15,84.22,78,100,8.7,overcast clouds
551,Agadez,NE,19.75,10.25,61.95,21,5,11.74,clear sky
552,Alvaraes,BR,-3.2208,-64.8042,89.47,76,88,2.77,moderate rain
553,Didao,CN,45.3667,130.8,9.0,94,5,3.98,clear sky
554,Kushima,JP,31.4583,131.2333,49.21,79,0,4.63,clear sky
555,Lakes Entrance,AU,-37.8811,147.981,53.58,83,100,5.32,overcast clouds
556,Grand Gaube,MU,-20.0064,57.6608,79.2,70,5,5.01,clear sky
557,Puerto Baquerizo Moreno,EC,-0.9,-89.6,74.39,73,40,14.97,scattered clouds
558,Garden City,US,42.3256,-83.331,25.05,61,90,5.01,overcast clouds
559,Malaya Serdoba,RU,52.4661,44.9512,29.73,87,100,18.01,overcast clouds
560,Waipawa,NZ,-41.4122,175.5153,59.45,92,64,1.81,broken clouds
561,Pio Ix,BR,-6.8375,-40.5792,92.52,31,28,10.67,scattered clouds
562,Sakakah,SA,29.9697,40.2064,63.97,32,82,11.83,broken clouds
563,Suhbaatar,MN,50.2314,106.2078,3.02,97,33,1.92,scattered clouds
564,Iqaluit,CA,63.7506,-68.5145,6.53,72,75,4.61,broken clouds
565,Samut Sakhon,TH,13.5833,100.3,76.01,78,25,4.38,scattered clouds
566,Sobolevo,RU,54.4299,31.8996,18.66,95,100,8.72,overcast clouds
567,Chesma,RU,53.8111,60.6533,5.68,87,48,6.08,scattered clouds
568,Quixere,BR,-5.0742,-37.9886,93.38,41,58,16.13,broken clouds
569,Mezen,RU,65.8522,44.24,2.84,96,7,4.14,clear sky
570,Le Vauclin,MQ,14.5452,-60.8388,86.13,62,75,16.11,broken clouds
571,Port Lincoln,AU,-34.7333,135.8667,57.22,55,100,16.44,overcast clouds
572,Husavik,IS,66.0449,-17.3389,30.11,81,100,9.01,overcast clouds
573,Itauna,BR,-20.0753,-44.5764,70.81,80,27,6.71,scattered clouds
574,Southbridge,US,42.0751,-72.0334,41.88,54,100,1.99,overcast clouds
575,Soanierana Ivongo,MG,-16.9167,49.5833,74.71,86,5,1.59,clear sky
576,At-Bashi,KG,41.1702,75.8106,12.61,62,62,2.06,broken clouds
577,Sistranda,NO,63.7256,8.834,24.91,69,100,17.43,overcast clouds
578,Cabedelo,BR,-6.9811,-34.8339,86.67,69,24,14.92,few clouds
579,Bumba,CD,2.1833,22.4667,72.41,97,100,7.36,moderate rain
580,Imbituba,BR,-28.24,-48.6703,73.29,62,6,9.93,clear sky
581,Mvomero,TZ,-6.25,38.6667,75.15,89,100,2.93,overcast clouds
582,Bilibino,RU,68.0546,166.4372,-35.9,99,27,4.97,scattered clouds
583,Madimba,TZ,-10.4,40.3333,79.07,83,44,9.66,scattered clouds
584,Muzhi,RU,65.3667,64.6667,5.76,81,51,11.65,broken clouds
585,Mapastepec,MX,15.4333,-92.9,90.0,54,0,7.16,clear sky
586,Breves,BR,-1.6822,-50.4803,81.3,83,100,3.09,light rain
587,Akyab,MM,20.15,92.9,78.17,69,73,2.8,broken clouds
588,Reynosa,MX,26.0833,-98.2833,65.98,44,90,0.0,overcast clouds
589,Dwarka,IN,22.2394,68.9678,75.65,65,0,12.88,clear sky
590,Sekondi,GH,4.937,-1.7128,80.67,84,2,8.43,clear sky
591,Luan,CH,46.3592,6.9759,34.7,79,100,4.0,overcast clouds
592,Tukrah,LY,32.5341,20.5791,60.98,60,97,30.6,overcast clouds
593,Arona,ES,28.0996,-16.681,65.7,73,90,13.8,light rain
594,Hobyo,SO,5.3505,48.5268,78.26,70,89,15.17,overcast clouds
595,Port Hardy,CA,50.6996,-127.4199,47.75,93,90,17.27,light rain
596,Alencon,FR,48.4333,0.0833,47.19,80,100,13.0,overcast clouds
597,Ukiah,US,39.1502,-123.2078,62.04,86,90,3.44,overcast clouds
598,Ajaccio,FR,42.0,8.9167,48.69,87,0,5.75,clear sky
599,Ambilobe,MG,-13.2,49.05,77.0,67,0,6.15,clear sky
600,Gushi,CN,34.6425,109.5843,42.51,42,100,5.37,overcast clouds
601,Abbeville,FR,50.1,1.8333,45.5,89,100,21.77,overcast clouds
602,Yenagoa,NG,4.9247,6.2642,81.0,82,88,5.41,overcast clouds
603,Puerto Colombia,CO,10.9878,-74.9547,87.89,68,18,14.09,few clouds
604,Port-Gentil,GA,-0.7193,8.7815,81.05,80,80,10.2,broken clouds
605,Cape Coast,GH,5.1053,-1.2466,80.92,84,6,10.0,clear sky
606,Villazon,BO,-22.0866,-65.5942,60.4,49,81,5.21,broken clouds
607,Neepawa,CA,50.2289,-99.4664,6.82,81,7,10.16,clear sky
608,Yerbogachen,RU,61.2767,108.0108,2.68,98,100,1.74,overcast clouds
609,Samarai,PG,-10.6167,150.6667,80.62,80,56,4.83,broken clouds
610,Mardin,TR,37.3131,40.7436,47.89,43,100,9.69,overcast clouds
611,Sao Felix Do Xingu,BR,-6.6447,-51.995,75.11,98,100,1.88,heavy intensity rain
612,Prince Rupert,CA,54.3161,-130.3201,40.69,93,90,2.3,moderate rain
613,Yvetot,FR,49.6174,0.7581,44.56,93,100,12.91,light rain
614,Banjar,ID,-8.19,114.9675,78.66,84,91,3.71,overcast clouds
615,Flin Flon,CA,54.7682,-101.865,-18.56,69,1,5.75,clear sky
616,Rio Bananal,BR,-19.265,-40.3333,72.21,91,100,7.38,light rain
617,Avera,US,33.194,-82.5271,62.11,49,100,3.49,overcast clouds
618,Thinadhoo,MV,0.5333,72.9333,81.82,80,100,10.63,overcast clouds
619,Oussouye,SN,12.485,-16.5469,86.18,42,100,7.16,overcast clouds
620,Luang Prabang,LA,19.8856,102.1347,56.98,78,6,1.05,clear sky
621,Hrubieszow,PL,50.805,23.8925,21.36,94,100,7.81,overcast clouds
622,Anzio,IT,41.4853,12.6179,46.58,54,6,12.62,clear sky
623,Mantua,IT,45.1667,10.7833,42.49,87,31,1.99,scattered clouds
624,Tahoua,NE,14.8888,5.2692,84.18,11,0,6.91,clear sky
625,Port Hedland,AU,-20.3167,118.5667,80.65,89,99,5.75,overcast clouds
626,Myitkyina,MM,25.3833,97.4,63.93,99,100,1.48,overcast clouds
627,Carberry,CA,49.8689,-99.3602,6.66,85,30,10.96,scattered clouds
628,Fougamou,GA,-1.2154,10.5838,76.33,96,100,2.66,moderate rain
629,Kuytun,RU,54.3419,101.5036,15.12,89,100,1.79,overcast clouds
630,Gatehouse Of Fleet,GB,54.882,-4.1843,42.82,81,100,32.53,overcast clouds
631,Leh,IN,34.1667,77.5833,12.87,61,100,2.46,overcast clouds
632,Jalu,LY,29.0331,21.5482,57.92,43,35,15.28,scattered clouds
633,Lumby,CA,50.2498,-118.969,29.41,91,81,5.75,broken clouds
634,Baykit,RU,61.67,96.37,4.64,98,100,1.57,overcast clouds
635,Jiaozuo,CN,35.2397,113.2331,40.59,42,100,3.65,overcast clouds
636,Skibbereen,IE,51.55,-9.2667,42.6,76,99,37.18,light rain
637,Balkanabat,TM,39.5108,54.3671,51.66,45,0,11.43,clear sky
638,Antalaha,MG,-14.9003,50.2788,73.96,80,3,6.33,clear sky
639,Siilinjarvi,FI,63.0833,27.6667,5.02,85,90,6.91,light shower snow
640,Feicheng,CN,35.2606,117.9675,37.42,65,100,2.98,overcast clouds
641,Peniche,PT,39.3558,-9.3811,61.72,94,98,20.31,overcast clouds
642,Obo,CF,5.3998,26.4869,80.62,30,46,4.14,scattered clouds
643,Fort Saint James,CA,54.4333,-124.25,25.3,84,100,4.03,overcast clouds
644,Paka,MY,4.6374,103.4368,78.73,89,94,2.3,overcast clouds
645,Aranos,NA,-24.1333,19.1167,86.58,13,1,8.08,clear sky
646,Cascais,PT,38.6979,-9.4215,61.61,81,40,1.01,scattered clouds
647,Ada,US,43.4166,-116.1262,40.98,92,90,5.99,mist
648,San Cosme Y Damian,PY,-27.3167,-56.35,89.78,30,1,7.25,clear sky
649,Chico,US,39.7285,-121.8375,68.65,100,90,5.75,mist
650,Picton,AU,-34.1833,150.6,63.21,86,97,3.69,overcast clouds
651,Pietarsaari,FI,63.65,22.6833,10.89,79,45,2.86,scattered clouds
652,Katherine,AU,-14.4667,132.2667,79.12,78,49,4.61,scattered clouds
653,Petrolina De Goias,BR,-16.095,-49.3381,78.96,63,79,4.47,broken clouds
654,Belyy Yar,RU,53.6039,91.3903,33.69,72,0,13.42,clear sky
655,Callaway,US,30.153,-85.5699,68.0,88,90,3.0,overcast clouds
656,Maceio,BR,-9.6658,-35.7353,87.24,62,75,19.57,broken clouds
657,Nara,JP,34.6851,135.8049,56.48,72,100,12.3,light rain
658,Valdivia,CL,-39.8142,-73.2459,59.09,74,100,5.46,light rain
659,Santa Maria,BR,-29.6842,-53.8069,81.7,36,20,18.41,few clouds
660,Tilichiki,RU,60.4667,166.1,6.21,96,100,2.28,light snow
661,Auki,SB,-8.7676,160.7034,76.86,94,100,7.45,light rain
662,Taoudenni,ML,22.6783,-3.9836,66.78,18,84,11.88,broken clouds
663,Jian,CN,27.1172,114.9793,51.8,56,98,3.94,overcast clouds
664,San Pedro De Lloc,PE,-7.4328,-79.5058,74.57,65,60,13.33,broken clouds
665,Yumen,CN,40.2833,97.2,25.84,47,81,19.8,broken clouds
666,Khuzhir,RU,53.1939,107.3397,29.52,68,15,3.51,few clouds
667,Dauphin,CA,51.1494,-100.0502,8.74,66,1,17.27,clear sky
668,Finschhafen,PG,-6.6024,147.8681,80.08,77,100,1.66,overcast clouds
669,Bembereke,BJ,10.2283,2.6634,81.14,20,100,5.19,overcast clouds
670,Sabang,ID,5.8933,95.3214,82.06,73,11,17.25,few clouds
671,Okhotsk,RU,59.3833,143.3,-21.84,87,11,16.82,few clouds
672,Smithers,CA,54.7804,-127.1743,17.92,93,75,3.44,light snow
673,Matay,EG,28.419,30.7792,59.02,32,2,12.01,clear sky
674,San Joaquin,US,37.9333,-121.3011,56.39,94,97,2.37,overcast clouds
675,Tibiri,NE,13.5627,7.0485,80.94,14,0,6.91,clear sky
676,Misratah,LY,32.3754,15.0925,60.6,64,81,25.79,broken clouds
677,Rognan,NO,67.0953,15.3878,19.54,86,12,11.56,few clouds
678,Tirthahalli,IN,13.7,75.2333,65.32,75,0,4.79,clear sky
679,Mae Chan,TH,20.1467,99.8526,58.66,82,0,1.74,clear sky
680,Betanzos,ES,43.2804,-8.2147,52.18,78,75,1.99,broken clouds
681,Shankargarh,IN,25.1833,81.6167,61.72,50,0,5.93,clear sky
682,Filadelfia,US,39.9523,-75.1638,45.27,45,75,1.99,broken clouds
683,Gizo,SB,-8.103,156.8419,78.22,88,100,16.84,moderate rain
684,Ust-Nera,RU,64.5667,143.2,-47.18,98,76,2.95,broken clouds
685,Sajanan,TN,37.0573,9.2426,57.47,82,2,14.61,clear sky
686,Budogoshch,RU,59.2816,32.4707,6.15,98,89,4.74,overcast clouds
687,Shelburne,CA,44.0787,-80.2041,24.69,75,100,12.1,overcast clouds
688,Vagur,FO,61.4732,-6.8119,41.85,64,100,4.38,overcast clouds
689,Hanstholm,DK,57.1167,8.6167,34.75,96,100,26.33,overcast clouds
690,Ferrol,ES,43.4832,-8.2369,50.58,66,99,22.26,overcast clouds
691,Pokhara,NP,28.2333,83.9833,57.11,52,0,5.91,clear sky
692,Ishigaki,JP,24.3448,124.1572,69.69,64,80,21.92,broken clouds
693,Nanning,CN,22.8167,108.3167,50.45,45,0,2.91,clear sky
694,Wellington,NZ,-41.2866,174.7756,62.06,97,75,1.01,broken clouds
695,Tiarei,PF,-17.5333,-149.3333,84.22,77,100,9.48,overcast clouds
696,Donskoye,RU,45.4552,41.9741,44.73,88,13,19.06,few clouds
697,Kamenka,RU,51.3223,42.7678,33.75,96,100,16.89,overcast clouds
698,Amapala,HN,13.2922,-87.6539,93.6,46,93,3.8,overcast clouds
